supplier,supplier_id,supplier_sku,master_product_id,variant_id,product_name,components,dosage_form,presentation,strength,strength_unit,fill_volume,pack_size,route,goal_category,supplier_currency,supplier_price,exchange_rate_eur_usd,exchange_rate_date,supplier_price_usd,mediluxe_master_currency,mediluxe_master_price,is_reference_price,active,source_page,notes
NP LABS,supplier-np-labs,,mp-selank-7500mcg-ml-15ml-nasal-spray,np-labs-selank-7500mcg-ml-15ml-nasal-spray-nasal-bottle,Selank 7500mcg/ml - 15ml nasal spray,Selank,nasal_spray,nasal_bottle,7500.0,mcg/ml,15ml,,nasal,Nasal Sprays,EUR,55.00,1.1530,2026-08-03,63.41,USD,63.41,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-semax-7500mcg-ml-15ml-nasal-spray,np-labs-semax-7500mcg-ml-15ml-nasal-spray-nasal-bottle,Semax 7500mcg/ml - 15ml nasal spray,Semax,nasal_spray,nasal_bottle,7500.0,mcg/ml,15ml,,nasal,Nasal Sprays,EUR,50.00,1.1530,2026-08-03,57.65,USD,57.65,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-kpv-250mcg-ml-15ml-nasal-spray,np-labs-kpv-250mcg-ml-15ml-nasal-spray-nasal-bottle,KPV 250mcg/ml - 15ml nasal spray,KPV,nasal_spray,nasal_bottle,250.0,mcg/ml,15ml,,nasal,Nasal Sprays,EUR,60.00,1.1530,2026-08-03,69.18,USD,69.18,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-thymosin-alpha-1-5mg-15ml-nasal-spray,np-labs-thymosin-alpha-1-5mg-15ml-nasal-spray-nasal-bottle,Thymosin Alpha 1 5mg - 15ml nasal spray,Thymosin Alpha 1,nasal_spray,nasal_bottle,5.0,mg,15ml,,nasal,Nasal Sprays,EUR,50.00,1.1530,2026-08-03,57.65,USD,57.65,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-pt-141-20mg-15ml-nasal-spray,np-labs-pt-141-20mg-15ml-nasal-spray-nasal-bottle,PT-141 20mg - 15ml nasal spray,PT-141,nasal_spray,nasal_bottle,20.0,mg,15ml,,nasal,Nasal Sprays,EUR,80.00,1.1530,2026-08-03,92.24,USD,92.24,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-melanotan-ii-2000mcg-ml-15ml-nasal-spray,np-labs-melanotan-ii-2000mcg-ml-15ml-nasal-spray-nasal-bottle,Melanotan II 2000mcg/ml - 15ml nasal spray,Melanotan II,nasal_spray,nasal_bottle,2000.0,mcg/ml,15ml,,nasal,Nasal Sprays,EUR,88.00,1.1530,2026-08-03,101.46,USD,101.46,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-oxytocin-50iu-ml-15ml-nasal-spray,np-labs-oxytocin-50iu-ml-15ml-nasal-spray-nasal-bottle,Oxytocin 50iu/ml - 15ml nasal spray,Oxytocin,nasal_spray,nasal_bottle,50.0,IU/ml,15ml,,nasal,Nasal Sprays,EUR,40.00,1.1530,2026-08-03,46.12,USD,46.12,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-thymosin-beta-tb-500-2mg-15ml-nasal-spray,np-labs-thymosin-beta-tb-500-2mg-15ml-nasal-spray-nasal-bottle,Thymosin Beta (TB-500) 2mg - 15ml nasal spray,TB-500,nasal_spray,nasal_bottle,2.0,mg,15ml,,nasal,Nasal Sprays,EUR,60.00,1.1530,2026-08-03,69.18,USD,69.18,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-sermorelin-30mg-30ml-drops,np-labs-sermorelin-30mg-30ml-drops-dropper-bottle,Sermorelin 30mg - 30ml drops,Sermorelin,sublingual_drops,dropper_bottle,30.0,mg,30ml,,sublingual,Sublingual Drops,EUR,93.50,1.1530,2026-08-03,107.81,USD,107.81,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-ipamorelin-30mg-30ml-drops,np-labs-ipamorelin-30mg-30ml-drops-dropper-bottle,Ipamorelin 30mg - 30ml drops,Ipamorelin,sublingual_drops,dropper_bottle,30.0,mg,30ml,,sublingual,Sublingual Drops,EUR,90.00,1.1530,2026-08-03,103.77,USD,103.77,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-tesamorelin-30mg-30ml-drops,np-labs-tesamorelin-30mg-30ml-drops-dropper-bottle,Tesamorelin 30mg - 30ml drops,Tesamorelin,sublingual_drops,dropper_bottle,30.0,mg,30ml,,sublingual,Sublingual Drops,EUR,90.00,1.1530,2026-08-03,103.77,USD,103.77,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-selank-7500mcg-ml-30ml-drops,np-labs-selank-7500mcg-ml-30ml-drops-dropper-bottle,Selank 7500mcg/ml - 30ml drops,Selank,sublingual_drops,dropper_bottle,7500.0,mcg/ml,30ml,,sublingual,Sublingual Drops,EUR,88.00,1.1530,2026-08-03,101.46,USD,101.46,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-dsip-1000mcg-ml-30ml-drops,np-labs-dsip-1000mcg-ml-30ml-drops-dropper-bottle,DSIP 1000mcg/ml - 30ml drops,DSIP,sublingual_drops,dropper_bottle,1000.0,mcg/ml,30ml,,sublingual,Sublingual Drops,EUR,66.00,1.1530,2026-08-03,76.10,USD,76.10,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-thymosin-alpha-1-1-5mg-ml-30ml-drops,np-labs-thymosin-alpha-1-1-5mg-ml-30ml-drops-dropper-bottle,Thymosin Alpha 1 1.5mg/ml - 30ml drops,Thymosin Alpha 1,sublingual_drops,dropper_bottle,1.5,mg/ml,30ml,,sublingual,Sublingual Drops,EUR,132.00,1.1530,2026-08-03,152.20,USD,152.20,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-thymosin-alpha-1-600mcg-ml-30ml-drops,np-labs-thymosin-alpha-1-600mcg-ml-30ml-drops-dropper-bottle,Thymosin Alpha 1 600mcg/ml - 30ml drops,Thymosin Alpha 1,sublingual_drops,dropper_bottle,600.0,mcg/ml,30ml,,sublingual,Sublingual Drops,EUR,88.00,1.1530,2026-08-03,101.46,USD,101.46,FALSE,TRUE,4,
NP LABS,supplier-np-labs,,mp-bpc-157-100mcg-capsules-x30,np-labs-bpc-157-100mcg-capsules-x30-capsule-pack,BPC-157 100mcg capsules x30,BPC-157,oral_capsule,capsule_pack,100.0,mcg,,30,oral,Capsules,EUR,30.00,1.1530,2026-08-03,34.59,USD,34.59,FALSE,TRUE,5,
NP LABS,supplier-np-labs,,mp-bpc-157-150mcg-capsules-x30,np-labs-bpc-157-150mcg-capsules-x30-capsule-pack,BPC-157 150mcg capsules x30,BPC-157,oral_capsule,capsule_pack,150.0,mcg,,30,oral,Capsules,EUR,36.00,1.1530,2026-08-03,41.51,USD,41.51,FALSE,TRUE,5,
NP LABS,supplier-np-labs,,mp-bpc-157-200mcg-capsules-x30,np-labs-bpc-157-200mcg-capsules-x30-capsule-pack,BPC-157 200mcg capsules x30,BPC-157,oral_capsule,capsule_pack,200.0,mcg,,30,oral,Capsules,EUR,44.00,1.1530,2026-08-03,50.73,USD,50.73,FALSE,TRUE,5,
NP LABS,supplier-np-labs,,mp-bpc-157-300mcg-capsules-x30,np-labs-bpc-157-300mcg-capsules-x30-capsule-pack,BPC-157 300mcg capsules x30,BPC-157,oral_capsule,capsule_pack,300.0,mcg,,30,oral,Capsules,EUR,66.00,1.1530,2026-08-03,76.10,USD,76.10,FALSE,TRUE,5,
NP LABS,supplier-np-labs,,mp-bpc-157-500mcg-capsules-x30,np-labs-bpc-157-500mcg-capsules-x30-capsule-pack,BPC-157 500mcg capsules x30,BPC-157,oral_capsule,capsule_pack,500.0,mcg,,30,oral,Capsules,EUR,88.00,1.1530,2026-08-03,101.46,USD,101.46,FALSE,TRUE,5,
NP LABS,supplier-np-labs,,mp-bpc-157-1000mcg-capsules-x30,np-labs-bpc-157-1000mcg-capsules-x30-capsule-pack,BPC-157 1000mcg capsules x30,BPC-157,oral_capsule,capsule_pack,1000.0,mcg,,30,oral,Capsules,EUR,150.00,1.1530,2026-08-03,172.95,USD,172.95,FALSE,TRUE,5,
NP LABS,supplier-np-labs,,mp-aod-9604-300mcg-capsules-x30,np-labs-aod-9604-300mcg-capsules-x30-capsule-pack,AOD-9604 300mcg capsules x30,AOD-9604,oral_capsule,capsule_pack,300.0,mcg,,30,oral,Capsules,EUR,30.00,1.1530,2026-08-03,34.59,USD,34.59,FALSE,TRUE,5,
NP LABS,supplier-np-labs,,mp-amlexanox-40mg-capsules-x30,np-labs-amlexanox-40mg-capsules-x30-capsule-pack,Amlexanox 40mg capsules x30,Amlexanox,oral_capsule,capsule_pack,40.0,mg,,30,oral,Capsules,EUR,33.00,1.1530,2026-08-03,38.05,USD,38.05,FALSE,TRUE,5,
NP LABS,supplier-np-labs,,mp-amlexanox-40mg-capsules-x90,np-labs-amlexanox-40mg-capsules-x90-capsule-pack,Amlexanox 40mg capsules x90,Amlexanox,oral_capsule,capsule_pack,40.0,mg,,90,oral,Capsules,EUR,88.00,1.1530,2026-08-03,101.46,USD,101.46,FALSE,TRUE,5,
NP LABS,supplier-np-labs,,mp-slu-pp-332-100mg-capsules-x30,np-labs-slu-pp-332-100mg-capsules-x30-capsule-pack,SLU-PP-332 100mg capsules x30,SLU-PP-332,oral_capsule,capsule_pack,100.0,mg,,30,oral,Capsules,EUR,150.00,1.1530,2026-08-03,172.95,USD,172.95,FALSE,TRUE,5,
